index,created,text,hashtags,Longitude,Latitude,twlong,twlat,coor,name,country,state,url,relevant
0,2019-11-04 15:53:03,burger king coffee is tough  like the joe overpowers every packet of suga,[],-84.896,30.408,-84.896,30.408,"OrderedDict([('lat', '30.43247'), ('lon', '-84.97702'), ('name', 'Bristol'), ('admin1', 'Florida'), ('admin2', 'Liberty County'), ('cc', 'US')])",Bristol,US,Florida,0,0
1,2019-11-04 15:53:54,i stand with  as my head coach   beatbostoncollege   oden  oden  oden  ,[Hashtag(Text='beatBostoncollege')],-81.144,26.856,-81.144,26.856,"OrderedDict([('lat', '26.83312'), ('lon', '-81.09312'), ('name', 'Moore Haven'), ('admin1', 'Florida'), ('admin2', 'Glades County'), ('cc', 'US')])",Moore Haven,US,Florida,https://t.co/sOX4ln6ed7,0
2,2019-11-04 12:56:58, art  ninja  ninjaturtles   moore haven  florida ,"[Hashtag(Text='art'), Hashtag(Text='ninja'), Hashtag(Text='ninjaturtles')]",-81.144,26.856, -81.1,26.83333333,"OrderedDict([('lat', '26.83312'), ('lon', '-81.09312'), ('name', 'Moore Haven'), ('admin1', 'Florida'), ('admin2', 'Glades County'), ('cc', 'US')])",Moore Haven,US,Florida,https://t.co/0E5uW3k9mt,0
3,2019-11-04 12:15:08,ha baseball alum  came back home for the weekend and clocked him across the diamond at 93 mph fuel_pump  fuel_pump  up _button  he is  ,[],-81.144,26.856,-81.144,26.856,"OrderedDict([('lat', '26.83312'), ('lon', '-81.09312'), ('name', 'Moore Haven'), ('admin1', 'Florida'), ('admin2', 'Glades County'), ('cc', 'US')])",Moore Haven,US,Florida,https://t.co/GcjkmN02br,0
4,2019-11-04 00:01:13, me bob stoops or ,[],-81.144,26.856,-81.144,26.856,"OrderedDict([('lat', '26.83312'), ('lon', '-81.09312'), ('name', 'Moore Haven'), ('admin1', 'Florida'), ('admin2', 'Glades County'), ('cc', 'US')])",Moore Haven,US,Florida,0,0
5,2019-11-03 23:53:50, whoa  flushed_face ,[],-81.144,26.856,-81.144,26.856,"OrderedDict([('lat', '26.83312'), ('lon', '-81.09312'), ('name', 'Moore Haven'), ('admin1', 'Florida'), ('admin2', 'Glades County'), ('cc', 'US')])",Moore Haven,US,Florida,0,0
6,2019-11-03 19:15:22,not too many football games lef to tailgate so we ve got  victory_hand  basketball tailgates comin  for ya   hamburger  hot_dog  umbrella_on_ground  basketball   all your info  ,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,https://t.co/OHVw75zJiq,0
7,2019-11-04 16:18:38,  maybe you could get the boys to sign it first  i m in no rush to get it  just wanted the memorabilia  thumbs_up_medium light_skin_tone ,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,0,0
8,2019-11-04 16:16:23, we d like to add another  ask for their input feedback pre decisions that will impact them   oh wait   ,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,https://t.co/pxSMcMZlfP,0
9,2019-11-04 16:10:06, i m not gonna lie it is but i got some funny moments  had me watch the whole shit lol,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,0,0
10,2019-11-04 16:07:46, probably the time change zo,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,0,0
11,2019-11-04 16:00:33,  oh my gosh  that s crazy ,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,0,0
12,2019-11-04 15:54:33,thanks bruh   crossed_fingers_medium light_skin_tone  ,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,https://t.co/OTD9R4KQB6,0
13,2019-11-04 15:54:22,appreciate it fam  ,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,https://t.co/0l0dFF1My9,0
14,2019-11-04 15:54:22,the ride before the ride   oncoming_bus  bus  airplane_departure  airplane   do you enjoy the trip home as much as the trip to your vacation    longday  ,[Hashtag(Text='longday')],-80.955,28.475, -81.1378023,28.4514771,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,https://t.co/bDZY0HyBEK,0
15,2019-11-04 15:52:58,i feel stressed for no reason,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,0,0
16,2019-11-04 15:51:15,lmao guy hates the office ,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,https://t.co/RuBuddGhv5,0
17,2019-11-04 15:48:22,close encounter  red_heart  atlanticbottlenosedolphins ,[Hashtag(Text='atlanticbottlenosedolphins')],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,https://t.co/nanX11tHp9,0
18,2019-11-04 15:43:57,magnums are not vagina friendly  double_exclamation_mark ,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,0,0
19,2019-11-04 15:41:03,my cousin and her wife have been together for 12 years likeee by,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,0,0
20,2019-11-04 15:40:29, i think many would respond with  it s necessary feedback   some  leaders  are not willing to look  ,[],-80.955,28.475,-80.955,28.475,"OrderedDict([('lat', '28.53639'), ('lon', '-81.01756'), ('name', 'Christmas'), ('admin1', 'Florida'), ('admin2', 'Orange County'), ('cc', 'US')])",Christmas,US,Florida,https://t.co/Z8Ub0j2o8X,0
