index,created,text,hashtags,Longitude,Latitude,twlong,twlat,coor,name,country,state,url,relevant
0,2019-11-01 14:03:00, stepping up  into november with wod 20 4  couldn t hide from those clean and jerks even if we tried  5am class fin  ,[],-97.501,28.002,-97.501,28.002,"OrderedDict([('lat', '28.03668'), ('lon', '-97.50916'), ('name', 'Sinton'), ('admin1', 'Texas'), ('admin2', 'San Patricio County'), ('cc', 'US')])",Sinton,US,Texas,https://t.co/6ZxBz09Igk,0
1,2019-11-01 13:33:02, had the privilege to work with some of those varsity girls at  this summer  great group of  ,[],-97.501,28.002,-97.501,28.002,"OrderedDict([('lat', '28.03668'), ('lon', '-97.50916'), ('name', 'Sinton'), ('admin1', 'Texas'), ('admin2', 'San Patricio County'), ('cc', 'US')])",Sinton,US,Texas,https://t.co/CkwqABxQjT,0
2,2019-11-01 16:28:14,  saturday at 3 30  go noles ,[],-80.506,26.427,-80.506,26.427,"OrderedDict([('lat', '26.27119'), ('lon', '-80.2706'), ('name', 'Coral Springs'), ('admin1', 'Florida'), ('admin2', 'Broward County'), ('cc', 'US')])",Coral Springs,US,Florida,0,0
3,2019-11-01 15:41:39, this is beautiful    ,[],-80.506,26.427,-80.506,26.427,"OrderedDict([('lat', '26.27119'), ('lon', '-80.2706'), ('name', 'Coral Springs'), ('admin1', 'Florida'), ('admin2', 'Broward County'), ('cc', 'US')])",Coral Springs,US,Florida,0,0
4,2019-11-01 14:36:05, better watch it capitano  you are coming to doak and my noles are ready  this ain t your year buddy  ,[],-80.506,26.427,-80.506,26.427,"OrderedDict([('lat', '26.27119'), ('lon', '-80.2706'), ('name', 'Coral Springs'), ('admin1', 'Florida'), ('admin2', 'Broward County'), ('cc', 'US')])",Coral Springs,US,Florida,https://t.co/WZDD0MT0ve,0
5,2019-11-01 12:09:19,it just keeps getting worse     ,[],-80.506,26.427,-80.506,26.427,"OrderedDict([('lat', '26.27119'), ('lon', '-80.2706'), ('name', 'Coral Springs'), ('admin1', 'Florida'), ('admin2', 'Broward County'), ('cc', 'US')])",Coral Springs,US,Florida,https://t.co/GRp35LpF6t,0
6,2019-11-01 11:41:59,have you ever done this   if not  join me  this is my newest post on the  blog take the 30 day gratitude project ch  ,[Hashtag(Text='blog')],-80.506,26.427,-80.506,26.427,"OrderedDict([('lat', '26.27119'), ('lon', '-80.2706'), ('name', 'Coral Springs'), ('admin1', 'Florida'), ('admin2', 'Broward County'), ('cc', 'US')])",Coral Springs,US,Florida,https://t.co/Yjef7rvMi1,0
7,2019-11-01 04:38:38, great get with nancy pelosi  and great interview  love love love your show but what is going on wi  ,[],-80.506,26.427,-80.506,26.427,"OrderedDict([('lat', '26.27119'), ('lon', '-80.2706'), ('name', 'Coral Springs'), ('admin1', 'Florida'), ('admin2', 'Broward County'), ('cc', 'US')])",Coral Springs,US,Florida,https://t.co/1eeNmHlk4d,0
8,2019-11-01 04:00:56,i want to invite anyone that would like to attend our deca member induction ceremony on november 7th  please suppor  ,[],-80.506,26.427,-80.506,26.427,"OrderedDict([('lat', '26.27119'), ('lon', '-80.2706'), ('name', 'Coral Springs'), ('admin1', 'Florida'), ('admin2', 'Broward County'), ('cc', 'US')])",Coral Springs,US,Florida,https://t.co/9lhCJJcd5P,0
9,2019-11-01 02:09:56,  what if we don t want him  like  at all  just another  floridaman  stayawaydonald  impeachtrump,"[Hashtag(Text='FloridaMan'), Hashtag(Text='StayAwayDonald'), Hashtag(Text='ImpeachTrump')]",-80.506,26.427,-80.506,26.427,"OrderedDict([('lat', '26.27119'), ('lon', '-80.2706'), ('name', 'Coral Springs'), ('admin1', 'Florida'), ('admin2', 'Broward County'), ('cc', 'US')])",Coral Springs,US,Florida,0,0
10,2019-11-01 01:37:03,happy halloween   delray  delraybeach  urgentcare  doctor  physician  expressdocs  heartfelthelp  florida  soflo  ,"[Hashtag(Text='delray'), Hashtag(Text='delraybeach'), Hashtag(Text='urgentcare'), Hashtag(Text='doctor'), Hashtag(Text='physician'), Hashtag(Text='expressdocs'), Hashtag(Text='heartfelthelp'), Hashtag(Text='florida'), Hashtag(Text='soflo')]",-80.506,26.427, -80.2048156,26.4526774,"OrderedDict([('lat', '26.27119'), ('lon', '-80.2706'), ('name', 'Coral Springs'), ('admin1', 'Florida'), ('admin2', 'Broward County'), ('cc', 'US')])",Coral Springs,US,Florida,https://t.co/QNC6jH88ZS,0
11,2019-11-01 00:14:47, read it right side up now ,[],-80.506,26.427,-80.506,26.427,"OrderedDict([('lat', '26.27119'), ('lon', '-80.2706'), ('name', 'Coral Springs'), ('admin1', 'Florida'), ('admin2', 'Broward County'), ('cc', 'US')])",Coral Springs,US,Florida,0,0
12,2019-11-01 00:14:01, you re a fool  just convert your r for a d    your obviously wanting and begging for the d ,[],-80.506,26.427,-80.506,26.427,"OrderedDict([('lat', '26.27119'), ('lon', '-80.2706'), ('name', 'Coral Springs'), ('admin1', 'Florida'), ('admin2', 'Broward County'), ('cc', 'US')])",Coral Springs,US,Florida,0,0
