index,created,text,hashtags,Longitude,Latitude,twlong,twlat,coor,name,country,state,url,relevant
2,2019-11-02 22:34:51,don t be shy  score a job like  asst store mgr in newman  ca  at dollar general corporation by asking for referrals  ,[],-121.087,37.416, -121.0185927,37.3099708,"OrderedDict([('lat', '37.4716'), ('lon', '-121.12966'), ('name', 'Patterson'), ('admin1', 'California'), ('admin2', 'Stanislaus County'), ('cc', 'US')])",Patterson,US,California,https://t.co/KBmM0CmAUN,0
3,2019-11-02 22:27:15,i like seeing my team winnin victory_hand_medium light_skin_tone  hundred_points ,[],-121.087,37.416,-121.087,37.416,"OrderedDict([('lat', '37.4716'), ('lon', '-121.12966'), ('name', 'Patterson'), ('admin1', 'California'), ('admin2', 'Stanislaus County'), ('cc', 'US')])",Patterson,US,California,0,0
4,2019-11-02 22:16:51,youre lying ,[],-121.087,37.416,-121.087,37.416,"OrderedDict([('lat', '37.4716'), ('lon', '-121.12966'), ('name', 'Patterson'), ('admin1', 'California'), ('admin2', 'Stanislaus County'), ('cc', 'US')])",Patterson,US,California,https://t.co/BziiMCeThH,0
5,2019-11-02 21:04:35,i can now start shopping since i found out baby s gender this morning  hugging_face   lovethetialif,[Hashtag(Text='LoveTheTiaLife')],-121.087,37.416,-121.087,37.416,"OrderedDict([('lat', '37.4716'), ('lon', '-121.12966'), ('name', 'Patterson'), ('admin1', 'California'), ('admin2', 'Stanislaus County'), ('cc', 'US')])",Patterson,US,California,0,0
6,2019-11-02 20:28:29,why lie to my face when i know the truth,[],-121.087,37.416,-121.087,37.416,"OrderedDict([('lat', '37.4716'), ('lon', '-121.12966'), ('name', 'Patterson'), ('admin1', 'California'), ('admin2', 'Stanislaus County'), ('cc', 'US')])",Patterson,US,California,0,0
7,2019-11-02 18:43:39,u know u have done something right when ur sister calls to tell u ur niece is teaching her 4h group how to properly catch a chicken  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,[],-121.087,37.416,-121.087,37.416,"OrderedDict([('lat', '37.4716'), ('lon', '-121.12966'), ('name', 'Patterson'), ('admin1', 'California'), ('admin2', 'Stanislaus County'), ('cc', 'US')])",Patterson,US,California,0,0
8,2019-11-02 18:42:17,if you re looking for work in  patterson  ca  check out this  sales job via the link in our bio  store counter sales at o reilly auto part,"[Hashtag(Text='Patterson'), Hashtag(Text='Sales')]",-121.087,37.416, -121.1243469,37.4637672,"OrderedDict([('lat', '37.4716'), ('lon', '-121.12966'), ('name', 'Patterson'), ('admin1', 'California'), ('admin2', 'Stanislaus County'), ('cc', 'US')])",Patterson,US,California,0,0
9,2019-11-02 17:51:50, lol we re straight comedy when we go out  face_with_tears_of_joy ,[],-121.087,37.416,-121.087,37.416,"OrderedDict([('lat', '37.4716'), ('lon', '-121.12966'), ('name', 'Patterson'), ('admin1', 'California'), ('admin2', 'Stanislaus County'), ('cc', 'US')])",Patterson,US,California,0,0
10,2019-11-02 17:41:05,my side profile could never  confounded_face  ,[],-121.087,37.416,-121.087,37.416,"OrderedDict([('lat', '37.4716'), ('lon', '-121.12966'), ('name', 'Patterson'), ('admin1', 'California'), ('admin2', 'Stanislaus County'), ('cc', 'US')])",Patterson,US,California,https://t.co/uae3c8lScZ,0
11,2019-11-02 16:48:08,seriously hate dealing with the bank  woman_facepalming_light_skin_tone ,[],-121.087,37.416,-121.087,37.416,"OrderedDict([('lat', '37.4716'), ('lon', '-121.12966'), ('name', 'Patterson'), ('admin1', 'California'), ('admin2', 'Stanislaus County'), ('cc', 'US')])",Patterson,US,California,0,0
12,2019-11-02 20:15:33,ku looks like they ve never seen the option before ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
13,2019-11-02 15:49:37,i deadass lost my new ariat jacket and car keys   fuckkkk,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
14,2019-11-02 15:29:53,   the philosophy that championship teams live by ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,https://t.co/wFcfty9tY1,0
15,2019-11-02 06:07:52,although the season didn t end how we wanted  super proud of our boys  had so much fun supporting them  sad it s over blue_heart  red_heart ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
16,2019-11-02 03:09:29,congrats to my alma mater  ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,https://t.co/hvgOBrd7JH,0
17,2019-11-02 01:16:12,i m about to take my strep throat butt up to this game bc this blue screen is not okay  expressionless_face ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
18,2019-11-01 22:46:29, good luck on your season,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
19,2019-11-01 22:39:36,the chad was great   man i haven t seen charlie s angles in a whiiiiiile ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
20,2019-11-01 17:37:48,this morning has been better than this entire week has been,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
21,2019-11-01 15:59:33,me rn ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,https://t.co/TW5E2x6yE9,0
22,2019-11-01 15:53:17,you had to have it all but have you had enough ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
23,2019-11-01 14:29:42,the rowdy crowd theme is  let it snow   bundle up in winter gear and get ready for a snowball fight   snowman  ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,https://t.co/Srik0o58G9,0
24,2019-11-01 00:54:15, it s fine cause the next one is at his buddy s house and all he has to do is bring the gam,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
25,2019-11-01 00:26:08,it s funny cause it would take him forever to actually clean the stadium with that little hand held vacuum  ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
26,2019-11-01 00:10:33,happy birthday  hope you ve had a great day ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
27,2019-10-31 22:42:04,i am so sad i am sick tonight  literally was looking forward to halloween allllllll month   loudly_crying_face  loudly_crying_face ,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
28,2019-10-31 21:38:02,today is halloween    wtf,[],-101.367,37.166,-101.367,37.166,"OrderedDict([('lat', '37.1753'), ('lon', '-101.3496'), ('name', 'Hugoton'), ('admin1', 'Kansas'), ('admin2', 'Stevens County'), ('cc', 'US')])",Hugoton,US,Kansas,0,0
78,2019-11-02 20:39:47, doing their job,[],-107.98,38.438,-107.98,38.438,"OrderedDict([('lat', '38.47832'), ('lon', '-107.87617'), ('name', 'Montrose'), ('admin1', 'Colorado'), ('admin2', 'Montrose County'), ('cc', 'US')])",Montrose,US,Colorado,0,0
79,2019-11-02 19:31:24,stop staring at the clock every day  it s time for a new career  follow us to view jobs with titles like  client re  ,[],-107.98,38.438, -107.8761738,38.4783198,"OrderedDict([('lat', '38.47832'), ('lon', '-107.87617'), ('name', 'Montrose'), ('admin1', 'Colorado'), ('admin2', 'Montrose County'), ('cc', 'US')])",Montrose,US,Colorado,https://t.co/nf6QGHsbw3,0
80,2019-11-02 17:06:54, down,[],-107.98,38.438,-107.98,38.438,"OrderedDict([('lat', '38.47832'), ('lon', '-107.87617'), ('name', 'Montrose'), ('admin1', 'Colorado'), ('admin2', 'Montrose County'), ('cc', 'US')])",Montrose,US,Colorado,0,0
81,2019-11-02 17:06:22,  damn,[],-107.98,38.438,-107.98,38.438,"OrderedDict([('lat', '38.47832'), ('lon', '-107.87617'), ('name', 'Montrose'), ('admin1', 'Colorado'), ('admin2', 'Montrose County'), ('cc', 'US')])",Montrose,US,Colorado,0,0
